index	sentence1	sentence2	label
3179	Suspended?  He should be terminated immediately. Not funny dickhead.	Is this tweet offensive?	1
3180	Saluting the Heroes of the Coronavirus Pandumbic   The Daily Show <url> via <user> shame on you <user> <user> <user>	Is this tweet offensive?	0
3181	<user> <user> How are you this stupid	Is this tweet offensive?	1
3182	Flynn pleaded guilty to his crimes even with a president that could pardon him.  Punish the arrogant SOB already and move on.  #TrumpIsAnIdiot #TrumpIsTheWORSTPresidentEVER #TrumpIsNotADoctor #Biden2020 #coronavirus #FlynnExonerated #flynn	Is this tweet offensive?	1
3183	<user> <user> You 👏🏿 won’t 👏🏿 win 👏🏿 votes 👏🏿 stooping 👏🏿 to 👏🏿 his 👏🏿 level 👏🏿	Is this tweet offensive?	0
3184	Find it strange how my aunts wife says how everyone should stay home because of COVID but yet, she went&amp;took my aunt to the mall just to buy a stupid purse 🙄🤦🏻‍♀️	Is this tweet offensive?	1
3185	Stop reading twitter feeds about covid terrors - join us NOW <user> for Change Food Eats.  Great convo with <user> going on as I type! #changefood #nyc #restaurants <url>	Is this tweet offensive?	0
3186	Didn’t you lose the popular vote amongst YOUR OWN PARTY to a corrupt senile back-massager who hasn’t accomplished anything in 47yrs? Didnt he speak out against you + rigged election for you to lose? stretch that hand you use to hold out for $, and look in the mirror, fool #maga	Is this tweet offensive?	1
3187	<user> <user> So 47yrs in politics he did nothing.. oh yes he did, he sold you out to China, he pimped his son and took half of his booty.. he sold you out to fill his own pockets.	Is this tweet offensive?	1
3188	<user> White people do not think we are superior!!! <user> saying white supremacy is why George Floyd died at the hands of a white police office is fake news. That old trope is what continues to divide Americans!!! #Outnumbered	Is this tweet offensive?	0
3189	BREAKING NEWS &amp; Bullshit  The C.D.C. told states to prepare for a possible coronavirus vaccine by early November, raising concerns over politicized timing. Wednesday, September 2, 2020 2:53 PM EST --NYTimes	Is this tweet offensive?	0
3190	Wtf Joe Biden making racist remarks???	Is this tweet offensive?	1
3191	BREAKING: At least 210 people in Iran are believed to have died of coronavirus, according to the BBC, citing hospital sources	Is this tweet offensive?	0
3192	<user> Love you and trust you <user> 🔥	Is this tweet offensive?	0
3193	<user> <user> <user> Looks like the communist of the world are doing foreign interference, let us all the deplorables vote you out next	Is this tweet offensive?	0
3194	<user> <user> <user> If trump's ever shite his britches it's now. He knows he's already lost the vote. All lot if this filibustering has been an attempt to distract us from his covid f'ups. He does something stupid then does something more obnoxious to cover it. It's his m.o. and btw you choose 🩳 <url>	Is this tweet offensive?	0
3195	Check out our own Katie Egge discuss the changing landscape of the MR industry and the sudden shift from qual to quant research.  #qualitative #quantitative #marketresearch	Is this tweet offensive?	0
3196	this is happening at the UK protests. the UK isn’t innocent #BlackLivesMatter <url>	Is this tweet offensive?	0
3197	"of course protesting ""works""  means george floyd wanted you to dance in the same streets he was viciously murdered in while he called out for his mama."	Is this tweet offensive?	0
3198	<user> Maybe it's COVID19 busting up US presidential lies so to speak <user>	Is this tweet offensive?	0
3199	<user> <user> Trump’s latest Rose Garden rant illustrated why his daily coronavirus press conferences ultimately backfired and damaged him politically. Unhinged and borderline delusional isn’t a good look, especially while a deadly pandemic is ravaging the country.	Is this tweet offensive?	0
3200	Krugman defends lockdowns, which have already eliminated over *1.4 M health care jobs*, under the asinine pretext of supposedly *protecting hospitals*.  This *is* an *epic fail*, and Krugman helped to create it.  #Hypocrisy #Mendacity  <url>	Is this tweet offensive?	1
3201	<user> <user> <user> <user> These are lies. Stop it. GOP legislatures did not allow mail ins to be counted. Some states sent there pollcounters home. Ballots are being counted now. There is no tom foolery. There is though, tons of ignorance &amp; propaganda.	Is this tweet offensive?	0
3202	#Antifa = #AntiAmerican 👎👎👎 Bill Barr agrees they are domestic terrorists. And <user> bails them out of jail and takes selfies with them.	Is this tweet offensive?	0
3203	Let this man retire, geezus!!	Is this tweet offensive?	0
3204	No #Sumner locations but they're in Puyallup on Oct 24 and Bonney Lake on Oct 29.	Is this tweet offensive?	0
3205	DAFUQ?! UNCONSCIONABLE	Is this tweet offensive?	0
3206	"<user> says #coronavirus death rates are both up AND down on the same day. No wonder #FakeNewsMedia is a ""thing"". <url>"	Is this tweet offensive?	0
3207	Let it had been a Black Man ... would of had 50 shots in him 🤦🏽‍♀️	Is this tweet offensive?	1
3208	This is privilege... This is ignorance...  The double standard that plagues our society. SEE THIS! we need to change this. #BlackLivesMatter	Is this tweet offensive?	0
3209	<user> Open up the U.S	Is this tweet offensive?	0
3210	<user> Spoken like a true blue crooked politician!	Is this tweet offensive?	1
3211	Did we care what the #Yankees think?	Is this tweet offensive?	0
3212	"""The """"Federal"""" Reserve Trying To control how much money You can Give smh 'cold' Blooded 🐍⚔️🩸 #nocap """"u are an Imposter ain't got no money"""" - dej loaf #tryme (2014) when The #Coronavirus research started 🎵 &amp; A cure? #Covid19 <url>"	Is this tweet offensive?	0
3213	Smh, #White #guy yells fuck you to #young #Black #male during #protests2020 then gets #knocked the fuck out, #smh, #GeorgeFloyd #BlackOutDay2020 #WhitePeople #WhitePrivilege #BlackLivesMattters #Blacktwitter #coronavirus <url>	Is this tweet offensive?	1
3214	So, the dentist I just went to a week and a half ago tested positive for Covid-19. Guess I'm getting tested soon. Still have a tiny bit of work that needs to be finished, but just a replacement of a temporary crown for a permanent. Most heavy work was finished.	Is this tweet offensive?	0
3215	<user> <user> Shame on you I hope u are not related to the president to JA &amp; JQA... I am sure it's a choice to support the most ignorant president in the history of our nation...COVID 130k deaths economy in the toilet &amp; protest in the streets...I know ur not as stupid as that	Is this tweet offensive?	1
3216	"Very wise words...  ""Sport is a reflection of society, it can also shape minds &amp; teach values."""	Is this tweet offensive?	0
3217	What are we doin here folks?! Enough is enough. Take your mask off and go kiss a stranger!   <url>	Is this tweet offensive?	0
3218	This is sick. And I’m so glad nothing happened to her and they could prove them to be idiots	Is this tweet offensive?	0
3219	#BlackLivesMatter #BreonnaTaylor #SayHerName WE NEED JUSTICE	Is this tweet offensive?	0
3220	<user> Sorry America; it has been a long Debate night,  Vote Blue. Living in America with COVID-19  and Trump, you Know he is Horrible Lord!   God save us from Trump, He is still a Liar! Trump has turned America and Earth into Hell,  for Decent and Loving, People!   Honesty; Vote Biden!	Is this tweet offensive?	1
3221	I’ve nothing to be ashamed of because I voted according to law. I am however ashamed of any person who voted for a man who clearly has cognitive issues. Obama was shameful enough, the possibility of sending Biden to negotiation with other countries now is shockingly stupid.	Is this tweet offensive?	0
3222	Not y'all trending about kpop stans instead of #BlackLivesMatter literally f^ck you	Is this tweet offensive?	1
3223	<user> Trump being worse than COVID isn’t the win you think it is, boozy	Is this tweet offensive?	0
3224	someone please tell me this is a fucking joke	Is this tweet offensive?	1
3225	Why are democrat governors releasing child rapists???	Is this tweet offensive?	1
3226	Why don’t Donny just have his egotistical infested rallies!	Is this tweet offensive?	0
3227	Find this man, out of line 😐	Is this tweet offensive?	0
3228	<user> Tell that to the 210,000 Americans that have died and the thousands you have just give permission too to go out and get Covid, get sick and die. Shame on you. You are a weak, pathetic and dishonest man. <url>	Is this tweet offensive?	0
3229	I just want to be EXTREMELY clear that from this day forth, you can’t trust any data moving forward on COVID. Blocking the flow of real time data about an already out of control pandemic to force reopening the economy is some super villain shit. <url>	Is this tweet offensive?	1
3230	<user> <user> No damn plea bargains.  Life for a life.  He deserves the full 40 years if not even death penalty and so does the one kneeing down on George Floyd's back.  Both strangled George slowly and maliciously.	Is this tweet offensive?	0
3231	"<user> Ha! Ha! They are on the ""take"" from China! No Congressmen will ever go against China! China can put as much COVID-19 into the atmosphere here as they want! China poisoned our food, medication, and kids toys, and Congress looked the other way! China never had to fire a shot!"	Is this tweet offensive?	0
3232	<user> That you suck.	Is this tweet offensive?	1
3233	<user> <user> STOP THE MASK HYSTERIA!!! COVID is a HOAX!!!!	Is this tweet offensive?	0
3234	Coronavirus: The U.S. has the highest infection rate in the world. This is trumps fault and Americans are paying for his lies and incompetence with their money and their lives. #TrumpVirusCoverup #TrumpVirus #CoronavirusUpdates #COVID19 #election2020  <url>	Is this tweet offensive?	0
3235	Thank you! I love All My Fellow Patriots! 🇺🇸❤️	Is this tweet offensive?	0
3236	We need a new voting day. NO mail in ballots. ALL must be in person voting. This is a DAMN SHAM!!! <user> <user> <user> <user> <user>	Is this tweet offensive?	0
3237	Floyd’s dead, you stupid sociopath.  He doesn’t have any more days.	Is this tweet offensive?	1
3238	"""I've finally snapped over these """"coronavirus is the US's new Vietnam"""" shit takes. Why can't Americans ever be honest and call any of the US's other imperialist meddlings its """"new Vietnams"""" before reaching to apply this metaphor to every other damn thing?"""	Is this tweet offensive?	1
3239	<user> <user> <user> Hint: Im sitting in my second lockdown here in germany and don`t blame some imaginary evil figure but shitty people who do not care.	Is this tweet offensive?	1
3240	"You’re a joke...this is the guy you have running the second largest police force in the country? Someone who says looters killed an innocent man?!? He ""clarified"" his statement which acknowledges he has a f*cked up way of thinking about the people he is supposed to protect."	Is this tweet offensive?	1
3241	Wtf? Meanwhile the poor and the sick are trying to pay rent, eat and stay healthy. WWJD indeed. #sickofthis #corruption #Disgraceful #WWJD	Is this tweet offensive?	0
3242	<user> <user> OMG, absolutely not!  I hate liars, corruption and fraud.  My brother’s death has been surrounded by 32 years of British Establishment corruption and lies and has ruined and dictated my life!   I would never ever support a liar!	Is this tweet offensive?	0
3243	#MyPresident #BidenHarris2020  time to #MAGA and vote the #TrumpCrimeFamily OUT .  Vole trump is legit causing #COVID to spread with his constant cult rallies of unmasked morons.	Is this tweet offensive?	1
3244	News media love to obscure numbers of protesters. We had 10K on Monday when they tear gassed us as an attempt to stop us from protesting. 50-100k thousands more people showed up today to tell the city of Philadelphia NO JUSTICE NO PEACE, FUCK THESE RACIST PIGS	Is this tweet offensive?	1
3245	He has learned acting from Barak Hussein. Remove the SOB. A fake.	Is this tweet offensive?	0
3246	<user> <user> Rep. Omar committed no crime. She is a humanitarian. The Psychopath in Chief however is going to jail for tax fraud and should be strung up for the #CovidCoverUp <url>	Is this tweet offensive?	1
3247	"<user> <user> <user> Neither one of Biden""s sons was a loser. He must know that! I served in the military. And I've struggled with drugs and alcohol. Bisen and sons have much more honor than trump and his sons. Trumps kids were ordered by court to take class on charity"	Is this tweet offensive?	0
3248	Because they are low-life cheating scum.  #maga	Is this tweet offensive?	1
3249	he’s not hot anymore	Is this tweet offensive?	0
3250	U.S. Says Russian Hackers Are Trying To Steal Coronavirus Vaccine Research - NPR <url> via <user>	Is this tweet offensive?	0
3251	Incompetent!!!! Idiot!!! King of 🤡 s!!!	Is this tweet offensive?	1
3252	<user> <user> she'll only be wiping her broad ass in the bathroom later after the debate.	Is this tweet offensive?	1
3253	"<user> <user> Trump's ""stand back, stand by"" will live in infamy. His affinity for white supremacists and fascists is a stain on the presidency."	Is this tweet offensive?	0
3254	The K-Pop stans really be out here giving anonymous competition!!! 😍😍 <url> 	Is this tweet offensive?	0
3255	And Trump ignored all warnings, lied and continues to lie to the American people about the severity of the Coronavirus, and refused test kits ftom WHO because he was afraid of hurting his chances for re-election.   #TrumpPandemic  #GOPBetrayedAmerica  #TrumpLiesPeopleDie	Is this tweet offensive?	0
3256	Listen up .<user> LET the PATIENT and DOCTOR decide. BUTT OUT.  I can't stand this RINO.  <url>	Is this tweet offensive?	0
3257	Flight attendant diagnosed with coronavirus might have serviced trips between Seoul and Los Angeles #SmartNews  <url>	Is this tweet offensive?	0
3258	Y’all stay the fuck home. COVID is real and anyone not following guidelines ain’t shit and are selfish	Is this tweet offensive?	1
3259	Not surprising #DefundThePolice #PoliceBrutality #protests2020 <url>	Is this tweet offensive?	0
3260	Compromised makes it all sound kinda nice. Let's say it. <user> is a big time crook.	Is this tweet offensive?	0
3261	<user> <user> Arizona is Trump land. You KNOW this! Stop the nonsense!	Is this tweet offensive?	0
3262	#BLACKLIVESMATTER SHE NEEDS JUSTICE TOO!	Is this tweet offensive?	0
3263	Remember when they made fun of our president about the ultra-violet light therapy.... who’s laughing now!? 😂😂👍🇺🇸 <url>	Is this tweet offensive?	0
3264	<user> Americans denial of the outside world has continued to mire our progress. This is what hubris does to a nation. #coronavirus	Is this tweet offensive?	0
3265	Thousands of people chanting ‘no justice, no peace’ and ‘black lives matter’ gathered in #London to protest the death of #GeorgeFloyd <url> <url>	Is this tweet offensive?	0
3266	This is bs lies!!!  8 months kids aren't testing positive now, 100k tests positive   Lies.	Is this tweet offensive?	1
3267	#BlackLivesMatter #NotOneMore Really love what I got on <user> from DECALSFOSHO. #etsystar <url>	Is this tweet offensive?	0
3268	See? Remember that guy with the bow &amp; arrow that said he got beat up by 2 black dudes for saying all lives matter but there was video footage of him shooting a bow and arrow at protesters? Now this guy's says...Oops. This is a man's life he is messing with! #$&amp;&amp;&amp;$#!	Is this tweet offensive?	0
3269	<user> Remember when <user> blamed his alcoholic wife’s death on a sober man’s drinking? Remember when his wife’s death caused his kids became cocaine addicts? Remember when Joe wrote anti-cocaine laws so he could punish black people?	Is this tweet offensive?	1
3270	UK Fears Cybercriminals Will Use NHSX COVID-19 Tracing App to Launch Cyber Attacks <url>	Is this tweet offensive?	0
3271	<user> God Bless the USA &amp; Pres Trump! EVIL NWO Globalist MAFIA is paying anarchist/thugs to destroy and destabilize America! Russia hoax failed, Impeachment failed, Covid19 falied, now Riots, burning, destroying America's cities! This fight is Good vs EVIL! <url>	Is this tweet offensive?	0
3272	<user> Are you supporting your people surrounding <user> Bus and threatening? This shows con job typical of Mob Boss	Is this tweet offensive?	0
3273	<user> 🤑The Traitors Headed by Jo🤑e Bi🤑den Collected Huge Wealth From the C😶CP Through A Large Export Contact🤑 <url>	Is this tweet offensive?	0
3274	<user> Not one word about Covid More people are dead. Record number of cases and hospitalizations the last couple of days....   And his cases......are a bunch of BS.  The one that went to the Supreme court ... The state WAS ALREADY DOING.  Wasted tax payer money   Cut through the BS. <url>	Is this tweet offensive?	1
3275	<user> I was joking earlier that important Washington DC people always pick Friday for damaging shit to come out, like the president has Covid.	Is this tweet offensive?	1
3276	lol @ all the cops who didn’t do shit during actual mass shootings bc they were tooo scared for example, las vegas shooting, stone man douglas, columbine?? uhhh	Is this tweet offensive?	1
3277	Another great analogy. Although I am so sick of hearing that stupid phrase, I feel like punching them. Maybe that’s the PMS talking but, I don’t care.	Is this tweet offensive?	0
3278	This is not what Trump is claiming.  <url>	Is this tweet offensive?	0
3279	"""America has the best Covid, like nobody's ever seen. It's unbelievable. Nobody else is even close to 250k"" - Donald Trump 🇷🇺🏴‍☠️#Pennsylvania #minnesota #wisconsin #michigan #MAGA2020Landslide #MAGA #FoxNews <url>"	Is this tweet offensive?	0
3280	<user> <user> Democracy is thriving in Minneapolis	Is this tweet offensive?	0
3281	I sure love communist China using a pandemic that orginated and was allowed to spread by them as blackmail so they can implement ther intrusive technology. #COVID19 #COVID2019 #China #ChinaLiedPeopleDied	Is this tweet offensive?	0
3282	How deliciously ironic. No one knows who *owns* the statue of a slaver. #EdwardColston  #BlackLivesMatter <url>	Is this tweet offensive?	0
3283	... attempted murder is funny now ? Covid really fucking with peoples minds. <url>	Is this tweet offensive?	1
3284	Have they confirmed when the minutes silence for George Floyd’s victims will be yet?	Is this tweet offensive?	0
3285	George Floyd’s twin....making threats to our President!!	Is this tweet offensive?	1
3286	This is ridiculous. I have worked at a remote-first company for years, and I promise you that video chats with no pants in *NOT* a thing.  😂 (No matter how much people might want to imagine it is.)	Is this tweet offensive?	0
3287	I’m SO proud of my sister <user> who worked day and night on the <user> and <user> campaigns as an intern for the Iowa Democratic Party. She’s changing the world one day at a time, and I can’t wait to cast a vote for her to be in office herself one day.	Is this tweet offensive?	0
3288	<user> <user> <user> Let’s Go! <url>	Is this tweet offensive?	0
3289	<user> <user> Would never vote for assholes <url>	Is this tweet offensive?	1
3290	<user> Trump is a maniac. Sweden already tried herd immunity on Covid and it failed! He wants to duct tape Fauci &amp; CDC to help his re-election? How many are to die in your attempt to cheat out a win? <url>	Is this tweet offensive?	1
3291	People I know won’t break the chain #BlackLivesMatter #blacklifematters  <user> <user> <user>	Is this tweet offensive?	0
3292	<user> Let's make this clear.  THIS IS NORMAL ELECTION PROTOCOL. So put your phone down and SHUT THE HELL UP!! #Election2020 #ElectionNight #Elections2020 <url>	Is this tweet offensive?	1
3293	Jared Kushner said the US would be 'really rocking again' by July. 7 states are shutting back down, and new COVID-19 cases have set records 6 times in July's first 10 days. #SmartNews #fucktrump  <url>	Is this tweet offensive?	1
3294	<user> <user> <user> <user> <user> It’s not!	Is this tweet offensive?	0
3295	<user> #RedWave  You are a cancer to this nation!  You and your entire corrupt and PERVERTED family belong in a prison cell for the rest of your lives!  SHAME on you for abusing this country and every one of it's citizens!  You owe us all Demon!  Justice will be served!  Go to Hell!!!	Is this tweet offensive?	1
3296	Ahahahaha. Always someone profiting off shit	Is this tweet offensive?	0
3297	<user> So, only Chinese propaganda is allowed.  Got it.  <url>	Is this tweet offensive?	0
3298	Fuck’em. I hope they loose everything.	Is this tweet offensive?	1
3299	<user> <user> I had covid.  I was in bed for over 4 weeks.   Not days.  It's bullshit	Is this tweet offensive?	1
3300	That's why you tweeting from your couch instead of commenting on television...  Marinate on THAT fact and handle YOUR business!  How TF is <user> supposed to be responsible for a grown ass man?	Is this tweet offensive?	1
3301	"<user> Anyone thinking George Floyd was a ""Hero"" must be retarded,he got killed and thats very sad and oc he didn’t deserve to die,but last time i checked heroes dont commit crimes..."	Is this tweet offensive?	0
3302	We shall be awash in the blood of Hanks!	Is this tweet offensive?	0
3303	<user> <user> any reason why rangers and cowboys have not made a statement about George Floyd protests?  Silence is deafening!	Is this tweet offensive?	0
3304	Jesus what the hell is wrong with Kemp ?  It's as if he wants demands Georgians die.	Is this tweet offensive?	0
3305	What white male privilage looks like. #BlackLivesMatter	Is this tweet offensive?	0
3306	Here's my vow now: if I'm felled by coronavirus, I'm coming back to haunt these fuckers until they jump off high buildings to get away. Count on it.  #inners #coronavirus #COVID19 #TrumpIsAMassMurderer	Is this tweet offensive?	1
3307	U know how fast the cops woulda been called if he was black	Is this tweet offensive?	0
3308	<user> R.I.P. George Floyd. But it’s time for these losers to go home.	Is this tweet offensive?	0
3309	<user> <user> You are an idiot. <url> 	Is this tweet offensive?	1
3310	Who gives a shit about Zuckerberg being your little bitch. It's about George Floyd right now and your blatant threat to shoot Americans on the street <url>	Is this tweet offensive?	1
3311	<user> <user> <user> <user> Even if he had a criminal record!!! That does not give you or anyone else the right to KILL him in a brutal way by kneeling on his neck for 9mins!! That is why we have COURTS, JUDGES and LAWS... #JusticeForGeorgeFlyod #BlackLivesMatter	Is this tweet offensive?	0
3312	I love Black people so much	Is this tweet offensive?	0
3313	<user> <user> <user> <user> I lost count on how many times Biden just read the Times headlines. Those 4 anonymous sources made it to the debate stage. NYT and Biden are just despicable	Is this tweet offensive?	0
3314	I love a great anonymous rant on a Sunday...it's very entertaining to see the way some people think.	Is this tweet offensive?	0
3315	<user> <user> WATTPAD FUCK YES ❤️ #BLACK_LIVES_MATTER #JusticeForGeorgeFlyod #RAISETHEDEGREE	Is this tweet offensive?	1
3316	<user> Does ANYONE really believe trump has ever eaten Goya foods?  Is he endorsing these products? I believe that would be illegal (not that legality is ever a consideration for trump).  Goddam, people are gullible.  In other news, 139,000+ Americans are dead from COVID-19. 😒😡😤	Is this tweet offensive?	0
3317	We're officially in Hell.	Is this tweet offensive?	0
3318	💙🤞💙  #BidenHarris2020 #KamalaHarris2020 #Biden2020 #Biden  ARIZONA LOVES YOU <user> !	Is this tweet offensive?	0
3319	TIME FOR VOTER ID! <url>	Is this tweet offensive?	0
3320	<user> <user> <user> <user> Neil what about the murals and many artistic creations depicting George Floyd, calling the man a hero, would you remove these and furthermore a statue in his name? I do disagree about Bristol English Patriotism is lower than American and this guy was more unknown than Washington.	Is this tweet offensive?	0
3321	<user> U go to jail in 5 days <url>	Is this tweet offensive?	0
3322	<user> would like people coming to Chicago from Iowa to voluntarily quarantine.  There's no longer anything going on in #Chicago worth waiting two weeks for.  <user> urban tyrannies will collapse of their own idiocy. <url>	Is this tweet offensive?	0
3323	<user> <user> Don’t fuck with Anonymous.	Is this tweet offensive?	1
3324	Sometimes the best way to fight anti state libertarian narcissists is to give them the freedom and liberty to expedite their own deaths while allow us Freedom and Liberty  to deny  Covid Deniers healthcare! Clean up the gene pool from degenerate sociopaths.	Is this tweet offensive?	1
3325	<user> <user> Who cares how people want to identify themselves as. Why is the right so intolerant to rights and freedom?	Is this tweet offensive?	0
3326	Shut tf up you fat hog	Is this tweet offensive?	1
3327	"<user> We’re in 2 wars now we just don’t say it openly &amp; call them by name.  1) Civil war between Freedom Lovers &amp; violent Socialists/Communist-Lite folks  2) China/CCP delivering ""harsh retaliation on USA"" they threatened on 12/4/20 w covid, weapons &amp; funding of riots, tiktok spying"	Is this tweet offensive?	0
3328	Wut is dis hunny 🥴👀	Is this tweet offensive?	0
3329	Imagine voting for Trump 🤡 #TrumpVsBiden2020 #JoeBiden #Trump #Elections2020	Is this tweet offensive?	1
3330	<user> <user> <user> Wouldn't they have to have a record to run on? Something other than mistreating the black community?	Is this tweet offensive?	0
3331	<user> your another money hungry dog, y'all would sell ya soul to the devil for the right amount. You don't care about America, you will be the Death of it	Is this tweet offensive?	1
3332	<user> <user> <user> Donald John Trump MURDERED my DEAR Mother. My mom didn’t have to die from COVID-19. <url>	Is this tweet offensive?	1
3333	<user> <user> <user> <user> Yep even when the mom had a protective order bc he punched her in the face.	Is this tweet offensive?	0
3334	<user> better version here  <url>	Is this tweet offensive?	0
3335	People on Facebook are sharing the video saying they don’t support the movement of George Floyd. Basically because he was a criminal before this happened to him. It goes much deeper than just George Floyd. This is the tip of the ice burg. STOP SPREADING YOUR WHITE SUPREMACY.	Is this tweet offensive?	0
3336	Uncle Eddie is now touting on his fb to basically take bleach to cure your covid. What the hell happened to uncle Eddie? Who damaged you?	Is this tweet offensive?	0
3337	Stonewall was a riot.	Is this tweet offensive?	0
3338	"Yesterday, I posted this thread and some were confused as to why I would call those who wear masks or take other precautions against COVID ""weaker brethren"". Allow me to clarify. First, I do not consider them weaker brethren. I was making use of a hypothetical."	Is this tweet offensive?	0
3339	EXACTLY, justice needs to be served! Derek Chauvin murdered George Floyd when he didnt even resisting arrest. <url>	Is this tweet offensive?	0
3340	<user> Covid is not as deadly as the media claims	Is this tweet offensive?	0
3341	<user> Are you f***ing kidding me? Your the worthless piece of Shit that sold us out once!!!	Is this tweet offensive?	1
3342	<user> Thank God he didn’t follow you and Obama’s pandemic plan, not that you had one you waited for 6 months and after 1M people had been infected with the H1N1 virus	Is this tweet offensive?	0
3343	<user> Better to demoralize cops than murder the people they are supposed to serve.  If they and you aren't willing to admit there's a problem, we need to get rid of you both.  #BlackLivesMatter #VoteBlueToSaveAmerica	Is this tweet offensive?	0
3344	Just in case you needed to hear your daily trump rant, let’s discuss 10 horrible things done by Trump so far. #Elections2020 <url>	Is this tweet offensive?	0
3345	<user> You are a lying criminal.	Is this tweet offensive?	1
3346	Book burning coming next... Communists!!	Is this tweet offensive?	1
3347	You used to sniff coke and smoke dope in Stamford sis ... and get fucked by known racists because you hate your self ... Let’s not talk about the past here because you once were a literal fiend who used OUR oppression for a pay check and fame .	Is this tweet offensive?	1
3348	<user> <user> <user> As a Floridian, I have ptsd from Bush V Gore. I’m staying cautious	Is this tweet offensive?	0
3349	No Leigh Sales the question is, 'What the heck is #auspol trying to achieve?'  If we never expose our population to #covid19 we'll remain a dying island at the bottom of the world, slowly going broke. Politicians have driven the us made with irrational fear to save their careers. <url>	Is this tweet offensive?	0
3350	nah this shit really funny	Is this tweet offensive?	0
3351	Trump did more than lie. He actively covered up the truth.	Is this tweet offensive?	0
3352	Trying to educate Trump supporters is like trying to talk to a brick wall. How can you say he didn’t rape anyone &amp; there’s no proof when anonymous literally gave pages of cases from families that he paid off to keep quiet? I’ll never learn why people support him	Is this tweet offensive?	0
3353	B L A C K   L I V E S   M A T T E R  Get Up - Stand Up - For Your Rights  Don’t Give Up The Fight! ✊🏽✊🏿✊🏽✊🏾✊🏽 #BlackLivesMatter #TransLivesMatter #BLDPWR #DefundThePOLICE <url>	Is this tweet offensive?	0
3354	All these people take pride in evil, and their government made it a part of their cultural identity after a few hundred years of repeating the same lies. Too bad they don't see it, and if they do, they'll deserve what they get.	Is this tweet offensive?	0
3355	Oh lord help us!  #Trump2020	Is this tweet offensive?	0
3356	Do not compare covid to the swine flu OH MY GOD	Is this tweet offensive?	0
3357	After Cal Poly college student Peyton Curtis was forced to return home to the family ranch in Ritzville amid the coronavirus pandemic, she saw an opportunity to launch The Herd, a ranch-to-table boxed-beef business. <url>	Is this tweet offensive?	0
3358	Wow. This is truly the last 6 months in 30 seconds or less.	Is this tweet offensive?	0
3359	There is no bottom to how low Trump will go. This may be the most disgusting thing from him yet. And that's saying something.	Is this tweet offensive?	0
3360	Serious question: is anyone defending the cop who kept his knee on George Floyd? All I see is a sadistic act.  I don't like to pop off about Internet video, which are often found to be lacking in context, but I'm not seeing a way t interpret this as anything else.	Is this tweet offensive?	0
3361	<user> <user> <user> <user> I honestly don;t know how he gets away saying the things he does about his CIC! This is unbecoming behavior from an officer. I still question how the hell he became a Colonel.	Is this tweet offensive?	0
3362	There's something wrong with the American system!#BlackLivesMatter <url>	Is this tweet offensive?	0
3363	I hate yt people so so much. They think they can say whatever they want bc of their privilege and get away with it by whipping out their phones, and they do. Smfh someone wipe out their race pls.	Is this tweet offensive?	0
3364	Does a bunch of white liberals killing an unarmed black man with a Confederate statue count as a racial hate crime?  Asking for a friend. #BlackLivesMatter	Is this tweet offensive?	1
3365	<user> Socialists never ask for money from the public lol!	Is this tweet offensive?	0
3366	All these kids are already dead , in a few months their parents going to murder them , with the covid19 mutation shot 💉💉🧬💉🧬💉🧬 mutilation shot 💉💉🧬💉🧬💉🧬	Is this tweet offensive?	1
3367	<user> We already decided. Hang it up.  Why are you still trying to get money? Why did we stop counting?	Is this tweet offensive?	0
3368	WIRED UP to cheat!! <user> <user> <user> The man is a walking time bomb!	Is this tweet offensive?	1
3369	Day 3: Janelle Monáe Queer, pansexual, singer, songwriter, rapper, producer, actor, fashion icon  #BIPOCpride ✊🏾🏳️‍🌈 #blacklivesmatter Watch Q.U.E.E.N. feat. Erykah Badu <url> <url>	Is this tweet offensive?	0
3370	WHAT???!!!!	Is this tweet offensive?	0
3371	<user> <user> It isn't over til the fat con artist sings	Is this tweet offensive?	1
3372	<user> <user> <user> A couple of losers #FartingTrunalimunumaprzure	Is this tweet offensive?	1
3373	<user> #COVID19 has reduced to tatters the illusion of American exceptionalism with a dysfunctional government and incompetent #Trump who is a complete fraud  #TrumpFailed	Is this tweet offensive?	0
3374	Workin on a lil sumn #BlackLivesMatter <url>	Is this tweet offensive?	0
3375	<user> Enough said. <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <url>	Is this tweet offensive?	0
3376	"""His feelings at the end are so true. Stop falsely correlating the two parties. Stop normalizing bad behavior by saying """"well the other guy does this"""". Start calling these pieces of shit out. Do. Something."""	Is this tweet offensive?	0
3377	This is a protest is it?? Causing a horse to bolt and seriously injuring a woman policewoman. This isn’t a protest. It’s absolutely disgusting!!	Is this tweet offensive?	0
3378	<user> Covid is fake	Is this tweet offensive?	1
3379	Yikes. The OC is bout to be a mess with angry Karens and Kevins! <url>	Is this tweet offensive?	0
3380	<user> <user> So it’s ok to destroy your city over it instead of holding a peaceful Protest? This is no longer about George Floyd! It’s turned into Anarchy.	Is this tweet offensive?	0
3381	They wear masks.	Is this tweet offensive?	0
3382	They just have their opinion and are too ignorant to even learn. What on earth makes you think your life is worth more than someone else's?! 😡Educate yourselves! Didn't want to rant but the blatant racism is disgusting and I'm so angry seeing it all over FB! #BlackLivesMatter	Is this tweet offensive?	0
